Time	Media	Substrate	Cyanobacteria	Intensity
12	dH2O	MGS-1	Anabaena_24	518
12	dH2O	MGS-1	Anabaena_24	533
12	dH2O	MGS-1	Anabaena_24	208
12	dH2O	MGS-1	Anabaena_24	317
12	dH2O	MGS-1	Anabaena_24	451
12	dH2O	MGS-1	Anabaena_24	506
13	dH2O	MGS-1	Anabaena_24	546
13	dH2O	MGS-1	Anabaena_24	612
13	dH2O	MGS-1	Anabaena_24	299
13	dH2O	MGS-1	Anabaena_24	277
13	dH2O	MGS-1	Anabaena_24	520
13	dH2O	MGS-1	Anabaena_24	605
16	dH2O	MGS-1	Anabaena_24	848
16	dH2O	MGS-1	Anabaena_24	924
16	dH2O	MGS-1	Anabaena_24	391
16	dH2O	MGS-1	Anabaena_24	462
16	dH2O	MGS-1	Anabaena_24	812
16	dH2O	MGS-1	Anabaena_24	1042
19	dH2O	MGS-1	Anabaena_24	935
19	dH2O	MGS-1	Anabaena_24	1411
19	dH2O	MGS-1	Anabaena_24	620
19	dH2O	MGS-1	Anabaena_24	670
19	dH2O	MGS-1	Anabaena_24	1156
19	dH2O	MGS-1	Anabaena_24	1491
20	dH2O	MGS-1	Anabaena_24	1294
20	dH2O	MGS-1	Anabaena_24	1555
20	dH2O	MGS-1	Anabaena_24	899
20	dH2O	MGS-1	Anabaena_24	865
20	dH2O	MGS-1	Anabaena_24	1448
20	dH2O	MGS-1	Anabaena_24	2009
22	dH2O	MGS-1	Anabaena_24	1492
22	dH2O	MGS-1	Anabaena_24	1859
22	dH2O	MGS-1	Anabaena_24	1155
22	dH2O	MGS-1	Anabaena_24	1135
22	dH2O	MGS-1	Anabaena_24	1654
22	dH2O	MGS-1	Anabaena_24	2367
23	dH2O	MGS-1	Anabaena_24	1470
23	dH2O	MGS-1	Anabaena_24	1713
23	dH2O	MGS-1	Anabaena_24	1185
23	dH2O	MGS-1	Anabaena_24	1136
23	dH2O	MGS-1	Anabaena_24	1632
23	dH2O	MGS-1	Anabaena_24	2305
24	dH2O	MGS-1	Anabaena_24	1470
24	dH2O	MGS-1	Anabaena_24	1713
24	dH2O	MGS-1	Anabaena_24	1185
24	dH2O	MGS-1	Anabaena_24	1136
24	dH2O	MGS-1	Anabaena_24	1632
24	dH2O	MGS-1	Anabaena_24	2305
27	dH2O	MGS-1	Anabaena_24	1804
27	dH2O	MGS-1	Anabaena_24	1954
27	dH2O	MGS-1	Anabaena_24	1362
27	dH2O	MGS-1	Anabaena_24	1371
27	dH2O	MGS-1	Anabaena_24	1882
27	dH2O	MGS-1	Anabaena_24	2563
30	dH2O	MGS-1	Anabaena_24	1904
30	dH2O	MGS-1	Anabaena_24	2566
30	dH2O	MGS-1	Anabaena_24	1763
30	dH2O	MGS-1	Anabaena_24	1818
30	dH2O	MGS-1	Anabaena_24	2328
30	dH2O	MGS-1	Anabaena_24	3199
34	dH2O	MGS-1	Anabaena_24	2181
34	dH2O	MGS-1	Anabaena_24	2619
34	dH2O	MGS-1	Anabaena_24	1967
34	dH2O	MGS-1	Anabaena_24	1825
34	dH2O	MGS-1	Anabaena_24	2503
34	dH2O	MGS-1	Anabaena_24	3385
38	dH2O	MGS-1	Anabaena_24	2762
38	dH2O	MGS-1	Anabaena_24	3403
38	dH2O	MGS-1	Anabaena_24	2569
38	dH2O	MGS-1	Anabaena_24	2416
38	dH2O	MGS-1	Anabaena_24	3174
38	dH2O	MGS-1	Anabaena_24	4193
41	dH2O	MGS-1	Anabaena_24	2832
41	dH2O	MGS-1	Anabaena_24	3486
41	dH2O	MGS-1	Anabaena_24	2861
41	dH2O	MGS-1	Anabaena_24	2555
41	dH2O	MGS-1	Anabaena_24	3293
41	dH2O	MGS-1	Anabaena_24	4195
43	dH2O	MGS-1	Anabaena_24	2904
43	dH2O	MGS-1	Anabaena_24	3564
43	dH2O	MGS-1	Anabaena_24	2625
43	dH2O	MGS-1	Anabaena_24	2397
43	dH2O	MGS-1	Anabaena_24	3167
43	dH2O	MGS-1	Anabaena_24	4209
46	dH2O	MGS-1	Anabaena_24	3031
46	dH2O	MGS-1	Anabaena_24	3597
46	dH2O	MGS-1	Anabaena_24	2565
46	dH2O	MGS-1	Anabaena_24	2405
46	dH2O	MGS-1	Anabaena_24	3065
46	dH2O	MGS-1	Anabaena_24	4235
49	dH2O	MGS-1	Anabaena_24	3144
49	dH2O	MGS-1	Anabaena_24	3534
49	dH2O	MGS-1	Anabaena_24	2551
49	dH2O	MGS-1	Anabaena_24	2361
49	dH2O	MGS-1	Anabaena_24	3001
49	dH2O	MGS-1	Anabaena_24	4142
52	dH2O	MGS-1	Anabaena_24	3439
52	dH2O	MGS-1	Anabaena_24	3837
52	dH2O	MGS-1	Anabaena_24	2893
52	dH2O	MGS-1	Anabaena_24	2630
52	dH2O	MGS-1	Anabaena_24	3194
52	dH2O	MGS-1	Anabaena_24	4375
56	dH2O	MGS-1	Anabaena_24	3891
56	dH2O	MGS-1	Anabaena_24	3962
56	dH2O	MGS-1	Anabaena_24	2936
56	dH2O	MGS-1	Anabaena_24	2874
56	dH2O	MGS-1	Anabaena_24	3360
56	dH2O	MGS-1	Anabaena_24	4520
59	dH2O	MGS-1	Anabaena_24	4083
59	dH2O	MGS-1	Anabaena_24	4109
59	dH2O	MGS-1	Anabaena_24	2767
59	dH2O	MGS-1	Anabaena_24	2503
59	dH2O	MGS-1	Anabaena_24	3102
59	dH2O	MGS-1	Anabaena_24	4590
65	dH2O	MGS-1	Anabaena_24	4298
65	dH2O	MGS-1	Anabaena_24	4086
65	dH2O	MGS-1	Anabaena_24	2870
65	dH2O	MGS-1	Anabaena_24	2857
65	dH2O	MGS-1	Anabaena_24	3235
65	dH2O	MGS-1	Anabaena_24	4249
74	dH2O	MGS-1	Anabaena_24	4225
74	dH2O	MGS-1	Anabaena_24	3872
74	dH2O	MGS-1	Anabaena_24	2888
74	dH2O	MGS-1	Anabaena_24	2806
74	dH2O	MGS-1	Anabaena_24	3055
74	dH2O	MGS-1	Anabaena_24	3947
0	dH2O	MMS-2	Anabaena_24	10
0	dH2O	MMS-2	Anabaena_24	8
0	dH2O	MMS-2	Anabaena_24	8
0	dH2O	MMS-2	Anabaena_24	9
0	dH2O	MMS-2	Anabaena_24	25
0	dH2O	MMS-2	Anabaena_24	15
1	dH2O	MMS-2	Anabaena_24	11
1	dH2O	MMS-2	Anabaena_24	9
1	dH2O	MMS-2	Anabaena_24	9
1	dH2O	MMS-2	Anabaena_24	10
1	dH2O	MMS-2	Anabaena_24	39
1	dH2O	MMS-2	Anabaena_24	16
2	dH2O	MMS-2	Anabaena_24	11
2	dH2O	MMS-2	Anabaena_24	8
2	dH2O	MMS-2	Anabaena_24	9
2	dH2O	MMS-2	Anabaena_24	8
2	dH2O	MMS-2	Anabaena_24	60
2	dH2O	MMS-2	Anabaena_24	18
5	dH2O	MMS-2	Anabaena_24	16
5	dH2O	MMS-2	Anabaena_24	12
5	dH2O	MMS-2	Anabaena_24	13
5	dH2O	MMS-2	Anabaena_24	12
5	dH2O	MMS-2	Anabaena_24	121
5	dH2O	MMS-2	Anabaena_24	43
6	dH2O	MMS-2	Anabaena_24	20
6	dH2O	MMS-2	Anabaena_24	13
6	dH2O	MMS-2	Anabaena_24	15
6	dH2O	MMS-2	Anabaena_24	13
6	dH2O	MMS-2	Anabaena_24	106
6	dH2O	MMS-2	Anabaena_24	35
7	dH2O	MMS-2	Anabaena_24	25
7	dH2O	MMS-2	Anabaena_24	15
7	dH2O	MMS-2	Anabaena_24	16
7	dH2O	MMS-2	Anabaena_24	16
7	dH2O	MMS-2	Anabaena_24	130
7	dH2O	MMS-2	Anabaena_24	57
8	dH2O	MMS-2	Anabaena_24	31
8	dH2O	MMS-2	Anabaena_24	17
8	dH2O	MMS-2	Anabaena_24	16
8	dH2O	MMS-2	Anabaena_24	14
8	dH2O	MMS-2	Anabaena_24	120
8	dH2O	MMS-2	Anabaena_24	81
9	dH2O	MMS-2	Anabaena_24	31
9	dH2O	MMS-2	Anabaena_24	24
9	dH2O	MMS-2	Anabaena_24	19
9	dH2O	MMS-2	Anabaena_24	16
9	dH2O	MMS-2	Anabaena_24	242
9	dH2O	MMS-2	Anabaena_24	149
12	dH2O	MMS-2	Anabaena_24	75
12	dH2O	MMS-2	Anabaena_24	52
12	dH2O	MMS-2	Anabaena_24	32
12	dH2O	MMS-2	Anabaena_24	37
12	dH2O	MMS-2	Anabaena_24	631
12	dH2O	MMS-2	Anabaena_24	299
13	dH2O	MMS-2	Anabaena_24	97
13	dH2O	MMS-2	Anabaena_24	72
13	dH2O	MMS-2	Anabaena_24	47
13	dH2O	MMS-2	Anabaena_24	53
13	dH2O	MMS-2	Anabaena_24	847
13	dH2O	MMS-2	Anabaena_24	334
16	dH2O	MMS-2	Anabaena_24	262
16	dH2O	MMS-2	Anabaena_24	186
16	dH2O	MMS-2	Anabaena_24	85
16	dH2O	MMS-2	Anabaena_24	103
16	dH2O	MMS-2	Anabaena_24	987
16	dH2O	MMS-2	Anabaena_24	570
19	dH2O	MMS-2	Anabaena_24	356
19	dH2O	MMS-2	Anabaena_24	381
19	dH2O	MMS-2	Anabaena_24	197
19	dH2O	MMS-2	Anabaena_24	295
19	dH2O	MMS-2	Anabaena_24	1035
19	dH2O	MMS-2	Anabaena_24	494
20	dH2O	MMS-2	Anabaena_24	551
20	dH2O	MMS-2	Anabaena_24	568
20	dH2O	MMS-2	Anabaena_24	284
20	dH2O	MMS-2	Anabaena_24	394
20	dH2O	MMS-2	Anabaena_24	1195
20	dH2O	MMS-2	Anabaena_24	597
22	dH2O	MMS-2	Anabaena_24	700
22	dH2O	MMS-2	Anabaena_24	717
22	dH2O	MMS-2	Anabaena_24	419
22	dH2O	MMS-2	Anabaena_24	607
22	dH2O	MMS-2	Anabaena_24	1094
22	dH2O	MMS-2	Anabaena_24	499
23	dH2O	MMS-2	Anabaena_24	640
23	dH2O	MMS-2	Anabaena_24	690
23	dH2O	MMS-2	Anabaena_24	410
23	dH2O	MMS-2	Anabaena_24	586
23	dH2O	MMS-2	Anabaena_24	1010
23	dH2O	MMS-2	Anabaena_24	428
24	dH2O	MMS-2	Anabaena_24	640
24	dH2O	MMS-2	Anabaena_24	690
24	dH2O	MMS-2	Anabaena_24	410
24	dH2O	MMS-2	Anabaena_24	586
24	dH2O	MMS-2	Anabaena_24	1010
24	dH2O	MMS-2	Anabaena_24	428
27	dH2O	MMS-2	Anabaena_24	529
27	dH2O	MMS-2	Anabaena_24	765
27	dH2O	MMS-2	Anabaena_24	337
27	dH2O	MMS-2	Anabaena_24	456
27	dH2O	MMS-2	Anabaena_24	899
27	dH2O	MMS-2	Anabaena_24	334
30	dH2O	MMS-2	Anabaena_24	327
30	dH2O	MMS-2	Anabaena_24	799
30	dH2O	MMS-2	Anabaena_24	230
30	dH2O	MMS-2	Anabaena_24	328
30	dH2O	MMS-2	Anabaena_24	834
30	dH2O	MMS-2	Anabaena_24	270
34	dH2O	MMS-2	Anabaena_24	245
34	dH2O	MMS-2	Anabaena_24	1050
34	dH2O	MMS-2	Anabaena_24	168
34	dH2O	MMS-2	Anabaena_24	288
34	dH2O	MMS-2	Anabaena_24	852
34	dH2O	MMS-2	Anabaena_24	326
38	dH2O	MMS-2	Anabaena_24	167
38	dH2O	MMS-2	Anabaena_24	1200
38	dH2O	MMS-2	Anabaena_24	109
38	dH2O	MMS-2	Anabaena_24	245
38	dH2O	MMS-2	Anabaena_24	814
38	dH2O	MMS-2	Anabaena_24	334
41	dH2O	MMS-2	Anabaena_24	176
41	dH2O	MMS-2	Anabaena_24	1109
41	dH2O	MMS-2	Anabaena_24	113
41	dH2O	MMS-2	Anabaena_24	270
41	dH2O	MMS-2	Anabaena_24	859
41	dH2O	MMS-2	Anabaena_24	387
43	dH2O	MMS-2	Anabaena_24	147
43	dH2O	MMS-2	Anabaena_24	1081
43	dH2O	MMS-2	Anabaena_24	100
43	dH2O	MMS-2	Anabaena_24	256
43	dH2O	MMS-2	Anabaena_24	918
43	dH2O	MMS-2	Anabaena_24	410
46	dH2O	MMS-2	Anabaena_24	135
46	dH2O	MMS-2	Anabaena_24	1085
46	dH2O	MMS-2	Anabaena_24	89
46	dH2O	MMS-2	Anabaena_24	242
46	dH2O	MMS-2	Anabaena_24	1006
46	dH2O	MMS-2	Anabaena_24	447
49	dH2O	MMS-2	Anabaena_24	124
49	dH2O	MMS-2	Anabaena_24	1083
49	dH2O	MMS-2	Anabaena_24	91
49	dH2O	MMS-2	Anabaena_24	222
49	dH2O	MMS-2	Anabaena_24	1061
49	dH2O	MMS-2	Anabaena_24	468
52	dH2O	MMS-2	Anabaena_24	116
52	dH2O	MMS-2	Anabaena_24	1290
52	dH2O	MMS-2	Anabaena_24	80
52	dH2O	MMS-2	Anabaena_24	228
52	dH2O	MMS-2	Anabaena_24	1273
52	dH2O	MMS-2	Anabaena_24	564
56	dH2O	MMS-2	Anabaena_24	118
56	dH2O	MMS-2	Anabaena_24	1344
56	dH2O	MMS-2	Anabaena_24	126
56	dH2O	MMS-2	Anabaena_24	205
56	dH2O	MMS-2	Anabaena_24	1229
56	dH2O	MMS-2	Anabaena_24	586
59	dH2O	MMS-2	Anabaena_24	157
59	dH2O	MMS-2	Anabaena_24	1462
59	dH2O	MMS-2	Anabaena_24	133
59	dH2O	MMS-2	Anabaena_24	234
59	dH2O	MMS-2	Anabaena_24	1359
59	dH2O	MMS-2	Anabaena_24	644
65	dH2O	MMS-2	Anabaena_24	184
65	dH2O	MMS-2	Anabaena_24	1791
65	dH2O	MMS-2	Anabaena_24	77
65	dH2O	MMS-2	Anabaena_24	259
65	dH2O	MMS-2	Anabaena_24	1354
65	dH2O	MMS-2	Anabaena_24	716
74	dH2O	MMS-2	Anabaena_24	591
74	dH2O	MMS-2	Anabaena_24	2361
74	dH2O	MMS-2	Anabaena_24	84
74	dH2O	MMS-2	Anabaena_24	311
74	dH2O	MMS-2	Anabaena_24	1523
74	dH2O	MMS-2	Anabaena_24	970
0	dH2O	PRT	Anabaena_24	26
0	dH2O	PRT	Anabaena_24	28
0	dH2O	PRT	Anabaena_24	32
0	dH2O	PRT	Anabaena_24	36
0	dH2O	PRT	Anabaena_24	39
0	dH2O	PRT	Anabaena_24	28
1	dH2O	PRT	Anabaena_24	32
1	dH2O	PRT	Anabaena_24	16
1	dH2O	PRT	Anabaena_24	17
1	dH2O	PRT	Anabaena_24	20
1	dH2O	PRT	Anabaena_24	20
1	dH2O	PRT	Anabaena_24	17
2	dH2O	PRT	Anabaena_24	13
2	dH2O	PRT	Anabaena_24	10
2	dH2O	PRT	Anabaena_24	11
2	dH2O	PRT	Anabaena_24	12
2	dH2O	PRT	Anabaena_24	11
2	dH2O	PRT	Anabaena_24	12
5	dH2O	PRT	Anabaena_24	12
5	dH2O	PRT	Anabaena_24	11
5	dH2O	PRT	Anabaena_24	12
5	dH2O	PRT	Anabaena_24	13
5	dH2O	PRT	Anabaena_24	11
5	dH2O	PRT	Anabaena_24	11
6	dH2O	PRT	Anabaena_24	12
6	dH2O	PRT	Anabaena_24	11
6	dH2O	PRT	Anabaena_24	12
6	dH2O	PRT	Anabaena_24	13
6	dH2O	PRT	Anabaena_24	12
6	dH2O	PRT	Anabaena_24	12
7	dH2O	PRT	Anabaena_24	12
7	dH2O	PRT	Anabaena_24	11
7	dH2O	PRT	Anabaena_24	11
7	dH2O	PRT	Anabaena_24	14
7	dH2O	PRT	Anabaena_24	11
7	dH2O	PRT	Anabaena_24	12
8	dH2O	PRT	Anabaena_24	12
8	dH2O	PRT	Anabaena_24	11
8	dH2O	PRT	Anabaena_24	12
8	dH2O	PRT	Anabaena_24	13
8	dH2O	PRT	Anabaena_24	12
8	dH2O	PRT	Anabaena_24	12
9	dH2O	PRT	Anabaena_24	10
9	dH2O	PRT	Anabaena_24	10
9	dH2O	PRT	Anabaena_24	10
9	dH2O	PRT	Anabaena_24	11
9	dH2O	PRT	Anabaena_24	10
9	dH2O	PRT	Anabaena_24	9
12	dH2O	PRT	Anabaena_24	9
12	dH2O	PRT	Anabaena_24	9
12	dH2O	PRT	Anabaena_24	10
12	dH2O	PRT	Anabaena_24	10
12	dH2O	PRT	Anabaena_24	9
12	dH2O	PRT	Anabaena_24	8
13	dH2O	PRT	Anabaena_24	11
13	dH2O	PRT	Anabaena_24	12
13	dH2O	PRT	Anabaena_24	13
13	dH2O	PRT	Anabaena_24	13
13	dH2O	PRT	Anabaena_24	11
13	dH2O	PRT	Anabaena_24	11
16	dH2O	PRT	Anabaena_24	10
16	dH2O	PRT	Anabaena_24	11
16	dH2O	PRT	Anabaena_24	12
16	dH2O	PRT	Anabaena_24	10
16	dH2O	PRT	Anabaena_24	9
16	dH2O	PRT	Anabaena_24	8
19	dH2O	PRT	Anabaena_24	9
19	dH2O	PRT	Anabaena_24	11
19	dH2O	PRT	Anabaena_24	16
19	dH2O	PRT	Anabaena_24	10
19	dH2O	PRT	Anabaena_24	9
19	dH2O	PRT	Anabaena_24	8
20	dH2O	PRT	Anabaena_24	8
20	dH2O	PRT	Anabaena_24	12
20	dH2O	PRT	Anabaena_24	15
20	dH2O	PRT	Anabaena_24	8
20	dH2O	PRT	Anabaena_24	8
20	dH2O	PRT	Anabaena_24	7
22	dH2O	PRT	Anabaena_24	9
22	dH2O	PRT	Anabaena_24	14
22	dH2O	PRT	Anabaena_24	20
22	dH2O	PRT	Anabaena_24	9
22	dH2O	PRT	Anabaena_24	9
22	dH2O	PRT	Anabaena_24	7
23	dH2O	PRT	Anabaena_24	9
23	dH2O	PRT	Anabaena_24	15
23	dH2O	PRT	Anabaena_24	21
23	dH2O	PRT	Anabaena_24	10
23	dH2O	PRT	Anabaena_24	11
23	dH2O	PRT	Anabaena_24	8
24	dH2O	PRT	Anabaena_24	9
24	dH2O	PRT	Anabaena_24	15
24	dH2O	PRT	Anabaena_24	21
24	dH2O	PRT	Anabaena_24	10
24	dH2O	PRT	Anabaena_24	11
24	dH2O	PRT	Anabaena_24	8
27	dH2O	PRT	Anabaena_24	8
27	dH2O	PRT	Anabaena_24	19
27	dH2O	PRT	Anabaena_24	25
27	dH2O	PRT	Anabaena_24	9
27	dH2O	PRT	Anabaena_24	11
27	dH2O	PRT	Anabaena_24	7
30	dH2O	PRT	Anabaena_24	8
30	dH2O	PRT	Anabaena_24	33
30	dH2O	PRT	Anabaena_24	53
30	dH2O	PRT	Anabaena_24	8
30	dH2O	PRT	Anabaena_24	16
30	dH2O	PRT	Anabaena_24	7
34	dH2O	PRT	Anabaena_24	9
34	dH2O	PRT	Anabaena_24	58
34	dH2O	PRT	Anabaena_24	85
34	dH2O	PRT	Anabaena_24	10
34	dH2O	PRT	Anabaena_24	19
34	dH2O	PRT	Anabaena_24	7
38	dH2O	PRT	Anabaena_24	10
38	dH2O	PRT	Anabaena_24	126
38	dH2O	PRT	Anabaena_24	178
38	dH2O	PRT	Anabaena_24	12
38	dH2O	PRT	Anabaena_24	34
38	dH2O	PRT	Anabaena_24	9
41	dH2O	PRT	Anabaena_24	9
41	dH2O	PRT	Anabaena_24	287
41	dH2O	PRT	Anabaena_24	346
41	dH2O	PRT	Anabaena_24	13
41	dH2O	PRT	Anabaena_24	60
41	dH2O	PRT	Anabaena_24	7
43	dH2O	PRT	Anabaena_24	9
43	dH2O	PRT	Anabaena_24	425
43	dH2O	PRT	Anabaena_24	465
43	dH2O	PRT	Anabaena_24	19
43	dH2O	PRT	Anabaena_24	85
43	dH2O	PRT	Anabaena_24	8
46	dH2O	PRT	Anabaena_24	9
46	dH2O	PRT	Anabaena_24	567
46	dH2O	PRT	Anabaena_24	565
46	dH2O	PRT	Anabaena_24	31
46	dH2O	PRT	Anabaena_24	112
46	dH2O	PRT	Anabaena_24	8
49	dH2O	PRT	Anabaena_24	9
49	dH2O	PRT	Anabaena_24	763
49	dH2O	PRT	Anabaena_24	708
49	dH2O	PRT	Anabaena_24	74
49	dH2O	PRT	Anabaena_24	189
49	dH2O	PRT	Anabaena_24	7
52	dH2O	PRT	Anabaena_24	9
52	dH2O	PRT	Anabaena_24	768
52	dH2O	PRT	Anabaena_24	688
52	dH2O	PRT	Anabaena_24	128
52	dH2O	PRT	Anabaena_24	262
52	dH2O	PRT	Anabaena_24	7
56	dH2O	PRT	Anabaena_24	9
56	dH2O	PRT	Anabaena_24	1006
56	dH2O	PRT	Anabaena_24	880
56	dH2O	PRT	Anabaena_24	330
56	dH2O	PRT	Anabaena_24	423
56	dH2O	PRT	Anabaena_24	7
59	dH2O	PRT	Anabaena_24	10
59	dH2O	PRT	Anabaena_24	1084
59	dH2O	PRT	Anabaena_24	948
59	dH2O	PRT	Anabaena_24	470
59	dH2O	PRT	Anabaena_24	550
59	dH2O	PRT	Anabaena_24	8
65	dH2O	PRT	Anabaena_24	14
65	dH2O	PRT	Anabaena_24	908
65	dH2O	PRT	Anabaena_24	855
65	dH2O	PRT	Anabaena_24	584
65	dH2O	PRT	Anabaena_24	664
65	dH2O	PRT	Anabaena_24	12
74	dH2O	PRT	Anabaena_24	13
74	dH2O	PRT	Anabaena_24	140
74	dH2O	PRT	Anabaena_24	681
74	dH2O	PRT	Anabaena_24	689
74	dH2O	PRT	Anabaena_24	640
74	dH2O	PRT	Anabaena_24	69
0	MBL	10x	Anabaena_26	3108
0	MBL	10x	Anabaena_26	6738
0	MBL	10x	Anabaena_26	7420
0	MBL	10x	Anabaena_26	7464
0	MBL	10x	Anabaena_26	7461
0	MBL	10x	Anabaena_26	8936
1	MBL	10x	Anabaena_26	3126
1	MBL	10x	Anabaena_26	5734
1	MBL	10x	Anabaena_26	7113
1	MBL	10x	Anabaena_26	6998
1	MBL	10x	Anabaena_26	7293
1	MBL	10x	Anabaena_26	8368
2	MBL	10x	Anabaena_26	2347
2	MBL	10x	Anabaena_26	4696
2	MBL	10x	Anabaena_26	5744
2	MBL	10x	Anabaena_26	5639
2	MBL	10x	Anabaena_26	5930
2	MBL	10x	Anabaena_26	6987
5	MBL	10x	Anabaena_26	433
5	MBL	10x	Anabaena_26	671
5	MBL	10x	Anabaena_26	817
5	MBL	10x	Anabaena_26	728
5	MBL	10x	Anabaena_26	762
5	MBL	10x	Anabaena_26	839
6	MBL	10x	Anabaena_26	2242
6	MBL	10x	Anabaena_26	3985
6	MBL	10x	Anabaena_26	4575
6	MBL	10x	Anabaena_26	4086
6	MBL	10x	Anabaena_26	4642
6	MBL	10x	Anabaena_26	5227
7	MBL	10x	Anabaena_26	2703
7	MBL	10x	Anabaena_26	4811
7	MBL	10x	Anabaena_26	5749
7	MBL	10x	Anabaena_26	5518
7	MBL	10x	Anabaena_26	5087
7	MBL	10x	Anabaena_26	5445
8	MBL	10x	Anabaena_26	2703
8	MBL	10x	Anabaena_26	4398
8	MBL	10x	Anabaena_26	5026
8	MBL	10x	Anabaena_26	4891
8	MBL	10x	Anabaena_26	4812
8	MBL	10x	Anabaena_26	5317
9	MBL	10x	Anabaena_26	3765
9	MBL	10x	Anabaena_26	4546
9	MBL	10x	Anabaena_26	4859
9	MBL	10x	Anabaena_26	4905
9	MBL	10x	Anabaena_26	4745
9	MBL	10x	Anabaena_26	5265
12	MBL	10x	Anabaena_26	3825
12	MBL	10x	Anabaena_26	4574
12	MBL	10x	Anabaena_26	4756
12	MBL	10x	Anabaena_26	5164
12	MBL	10x	Anabaena_26	5244
12	MBL	10x	Anabaena_26	6069
13	MBL	10x	Anabaena_26	4591
13	MBL	10x	Anabaena_26	5547
13	MBL	10x	Anabaena_26	5523
13	MBL	10x	Anabaena_26	6071
13	MBL	10x	Anabaena_26	6015
13	MBL	10x	Anabaena_26	6936
16	MBL	10x	Anabaena_26	5397
16	MBL	10x	Anabaena_26	6515
16	MBL	10x	Anabaena_26	6659
16	MBL	10x	Anabaena_26	6837
16	MBL	10x	Anabaena_26	7155
16	MBL	10x	Anabaena_26	7973
19	MBL	10x	Anabaena_26	5619
19	MBL	10x	Anabaena_26	7559
19	MBL	10x	Anabaena_26	7726
19	MBL	10x	Anabaena_26	7921
19	MBL	10x	Anabaena_26	7624
19	MBL	10x	Anabaena_26	8727
20	MBL	10x	Anabaena_26	5983
20	MBL	10x	Anabaena_26	7539
20	MBL	10x	Anabaena_26	7892
20	MBL	10x	Anabaena_26	7953
20	MBL	10x	Anabaena_26	7496
20	MBL	10x	Anabaena_26	8663
22	MBL	10x	Anabaena_26	6282
22	MBL	10x	Anabaena_26	7788
22	MBL	10x	Anabaena_26	8393
22	MBL	10x	Anabaena_26	8393
22	MBL	10x	Anabaena_26	7988
22	MBL	10x	Anabaena_26	9163
23	MBL	10x	Anabaena_26	6240
23	MBL	10x	Anabaena_26	8093
23	MBL	10x	Anabaena_26	8355
23	MBL	10x	Anabaena_26	8678
23	MBL	10x	Anabaena_26	8091
23	MBL	10x	Anabaena_26	9616
24	MBL	10x	Anabaena_26	6240
24	MBL	10x	Anabaena_26	8093
24	MBL	10x	Anabaena_26	8355
24	MBL	10x	Anabaena_26	8678
24	MBL	10x	Anabaena_26	8091
24	MBL	10x	Anabaena_26	9616
27	MBL	10x	Anabaena_26	7128
27	MBL	10x	Anabaena_26	9133
27	MBL	10x	Anabaena_26	9692
27	MBL	10x	Anabaena_26	9685
27	MBL	10x	Anabaena_26	8685
27	MBL	10x	Anabaena_26	10487
30	MBL	10x	Anabaena_26	8417
30	MBL	10x	Anabaena_26	10369
30	MBL	10x	Anabaena_26	11004
30	MBL	10x	Anabaena_26	10848
30	MBL	10x	Anabaena_26	10074
30	MBL	10x	Anabaena_26	11258
34	MBL	10x	Anabaena_26	10091
34	MBL	10x	Anabaena_26	11472
34	MBL	10x	Anabaena_26	12101
34	MBL	10x	Anabaena_26	11611
34	MBL	10x	Anabaena_26	11532
34	MBL	10x	Anabaena_26	12878
38	MBL	10x	Anabaena_26	11256
38	MBL	10x	Anabaena_26	12805
38	MBL	10x	Anabaena_26	13682
38	MBL	10x	Anabaena_26	13372
38	MBL	10x	Anabaena_26	13711
38	MBL	10x	Anabaena_26	15151
41	MBL	10x	Anabaena_26	12309
41	MBL	10x	Anabaena_26	13378
41	MBL	10x	Anabaena_26	14203
41	MBL	10x	Anabaena_26	14236
41	MBL	10x	Anabaena_26	14800
41	MBL	10x	Anabaena_26	16149
43	MBL	10x	Anabaena_26	13381
43	MBL	10x	Anabaena_26	14249
43	MBL	10x	Anabaena_26	14768
43	MBL	10x	Anabaena_26	15055
43	MBL	10x	Anabaena_26	15488
43	MBL	10x	Anabaena_26	16999
46	MBL	10x	Anabaena_26	14143
46	MBL	10x	Anabaena_26	14766
46	MBL	10x	Anabaena_26	15186
46	MBL	10x	Anabaena_26	15634
46	MBL	10x	Anabaena_26	16475
46	MBL	10x	Anabaena_26	18077
49	MBL	10x	Anabaena_26	14970
49	MBL	10x	Anabaena_26	15148
49	MBL	10x	Anabaena_26	15071
49	MBL	10x	Anabaena_26	16884
49	MBL	10x	Anabaena_26	17648
49	MBL	10x	Anabaena_26	19591
52	MBL	10x	Anabaena_26	17845
52	MBL	10x	Anabaena_26	16193
52	MBL	10x	Anabaena_26	16827
52	MBL	10x	Anabaena_26	19458
52	MBL	10x	Anabaena_26	21056
52	MBL	10x	Anabaena_26	22512
56	MBL	10x	Anabaena_26	18844
56	MBL	10x	Anabaena_26	17102
56	MBL	10x	Anabaena_26	16980
56	MBL	10x	Anabaena_26	20781
56	MBL	10x	Anabaena_26	22072
56	MBL	10x	Anabaena_26	24006
59	MBL	10x	Anabaena_26	20673
59	MBL	10x	Anabaena_26	17695
59	MBL	10x	Anabaena_26	17969
59	MBL	10x	Anabaena_26	22295
59	MBL	10x	Anabaena_26	24100
59	MBL	10x	Anabaena_26	25882
65	MBL	10x	Anabaena_26	23219
65	MBL	10x	Anabaena_26	19599
